TABNAME,COLNAME,TYPENAME,LENGTH,SCALE,DEFAULT,NULLS
HMIN_DIV_METRICS_DATE_VW,PROCESS_POINT_ID,VARCHAR,16,0,,Y
HMIN_DIV_METRICS_DATE_VW,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_DIV_METRICS_DATE_VW,REPAIRS_PRODUCT_ENTRY,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_DATE_VW,RPU,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_DATE_VW,RPU_ENTRY,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_DATE_VW,RSS,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_DATE_VW,RSS_ENTRY,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_DATE_VW,SCRAP,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_DATE_VW,SITE_NAME,VARCHAR,16,0,,N
HMIN_DIV_METRICS_DATE_VW,SS,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_DATE_VW,SS_ENTRY,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,DEFECTS,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,DEFECTS_ENTRY,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,DEFECTS_PRODUCT,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,DEFECTS_PRODUCT_ENTRY,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,DIRECT_PASSED,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,DIVISION_DESCRIPTION,VARCHAR,128,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,DIVISION_ID,VARCHAR,16,0,,N
HMIN_DIV_METRICS_SHIFT_VW,DIVISION_NAME,VARCHAR,32,0,,N
HMIN_DIV_METRICS_SHIFT_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,FIRST_PRODUCTION_ID,VARCHAR,17,0,,N
HMIN_DIV_METRICS_SHIFT_VW,INSPECTED,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,LAST_PRODUCTION_ID,VARCHAR,17,0,,N
HMIN_DIV_METRICS_SHIFT_VW,OUTSTANDING_PRODUCT,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,OUTSTANDING_PRODUCT_ENTRY,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,PLANT_NAME,VARCHAR,16,0,,N
HMIN_DIV_METRICS_SHIFT_VW,PLAN_ACTUAL_DIFF,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,PP_METRICS_ID,BIGINT,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,PROCESS_POINT_ID,VARCHAR,16,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,REPAIRS_PRODUCT_ENTRY,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,RPU,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,RPU_ENTRY,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,RSS,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,RSS_ENTRY,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,SCRAP,DOUBLE,8,0,,N
HMIN_DIV_METRICS_SHIFT_VW,SHIFT,CHARACTER,2,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,SHIFT_END_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_DIV_METRICS_SHIFT_VW,SHIFT_START_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_DIV_METRICS_SHIFT_VW,SITE_NAME,VARCHAR,16,0,,N
HMIN_DIV_METRICS_SHIFT_VW,SS,DOUBLE,8,0,,Y
HMIN_DIV_METRICS_SHIFT_VW,SS_ENTRY,DOUBLE,8,0,,Y
HMIN_DIV_PLAN_DATE_VW,DATE_END_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_DIV_PLAN_DATE_VW,DATE_START_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_DIV_PLAN_DATE_VW,DIVISION_DESCRIPTION,VARCHAR,128,0,,Y
HMIN_DIV_PLAN_DATE_VW,DIVISION_ID,VARCHAR,16,0,,N
HMIN_DIV_PLAN_DATE_VW,DIVISION_NAME,VARCHAR,32,0,,N
HMIN_DIV_PLAN_DATE_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_DIV_PLAN_DATE_VW,PLANT_NAME,VARCHAR,16,0,,N
HMIN_DIV_PLAN_DATE_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_DIV_PLAN_DATE_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_DIV_PLAN_DATE_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
HMIN_DIV_PLAN_DATE_VW,PROCESS_POINT_ID,VARCHAR,16,0,,Y
HMIN_DIV_PLAN_DATE_VW,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_DIV_PLAN_DATE_VW,SITE_NAME,VARCHAR,16,0,,N
HMIN_DIV_PLAN_SHIFT_VW,DIVISION_DESCRIPTION,VARCHAR,128,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,DIVISION_ID,VARCHAR,16,0,,N
HMIN_DIV_PLAN_SHIFT_VW,DIVISION_NAME,VARCHAR,32,0,,N
HMIN_DIV_PLAN_SHIFT_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,PLANT_NAME,VARCHAR,16,0,,N
HMIN_DIV_PLAN_SHIFT_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,PROCESS_POINT_ID,VARCHAR,16,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,SHIFT,CHARACTER,2,0,,Y
HMIN_DIV_PLAN_SHIFT_VW,SHIFT_END_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_DIV_PLAN_SHIFT_VW,SHIFT_START_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_DIV_PLAN_SHIFT_VW,SITE_NAME,VARCHAR,16,0,,N
HMIN_FIC_VIEWER_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
HMIN_FIC_VIEWER_TBX,MODEL,CHARACTER,4,0,,N
HMIN_FIC_VIEWER_TBX,PRODUCTION_DATE,TIMESTAMP,10,6,,N
HMIN_FIC_VIEWER_TBX,SHORTVIN,CHARACTER,6,0,,N
HMIN_FIC_VIEWER_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_FIC_VIEWER_TBX,VIN,CHARACTER,17,0,,N
HMIN_GPCS_GALC_MAP_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_GPCS_GALC_MAP_TBX,GPCS_LINE_NO,CHARACTER,2,0,,N
HMIN_GPCS_GALC_MAP_TBX,GPCS_PROCESS_LOCATION,CHARACTER,2,0,,N
HMIN_GPCS_GALC_MAP_TBX,LOCATION_LEVEL_ID,CHARACTER,16,0,,N
HMIN_GPCS_GALC_MAP_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_GPCS_PART_SEND_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_GPCS_PART_SEND_TBX,PROCESS_POINT_ID,CHARACTER,16,0,,N
HMIN_GPCS_PART_SEND_TBX,PRODUCT_ID,CHARACTER,17,0,,N
HMIN_GPCS_PART_SEND_TBX,SEND_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_GPCS_PART_SEND_TBX,STATUS,CHARACTER,10,0,,Y
HMIN_GPCS_PART_SEND_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_LOT_CONTROL_STRATEGY_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,N
HMIN_LOT_CONTROL_STRATEGY_TBX,SORT_ORDER,INTEGER,4,0,999999,Y
HMIN_LOT_CONTROL_STRATEGY_TBX,STRATEGY,VARCHAR,256,0,,N
HMIN_LOT_CONTROL_STRATEGY_TBX,STRATEGY_DESCRIPTION,VARCHAR,128,0,,Y
HMIN_LOT_CONTROL_STRATEGY_TBX,STRATEGY_NAME,VARCHAR,128,0,,N
HMIN_LOT_CONTROL_STRATEGY_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_LOT_TRACE_TBX,CAPTURE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_LOT_TRACE_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_LOT_TRACE_TBX,KD_LOT,VARCHAR,20,0,,N
HMIN_LOT_TRACE_TBX,LSN,VARCHAR,20,0,,N
HMIN_LOT_TRACE_TBX,PART_COLOR,VARCHAR,15,0,,Y
HMIN_LOT_TRACE_TBX,PART_NUM,VARCHAR,20,0,,Y
HMIN_LOT_TRACE_TBX,PART_QTY,DOUBLE,8,0,,Y
HMIN_LOT_TRACE_TBX,SUPPLIER_LOT,VARCHAR,20,0,,Y
HMIN_LOT_TRACE_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,LAST_ATTEMPT,INTEGER,4,0,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,MEASUREMENT_ANGLE,DOUBLE,8,0,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,MEASUREMENT_ATTEMPT,INTEGER,4,0,0,N
HMIN_MEASUREMENT_ATTEMPTTBX,MEASUREMENT_ATTEMPT_ID,BIGINT,8,0,0,N
HMIN_MEASUREMENT_ATTEMPTTBX,MEASUREMENT_SEQUENCE_NUMBER,INTEGER,4,0,0,N
HMIN_MEASUREMENT_ATTEMPTTBX,MEASUREMENT_STATUS,INTEGER,4,0,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,MEASUREMENT_VALUE,DOUBLE,8,0,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,PART_NAME,CHARACTER,32,0, ',N
HMIN_MEASUREMENT_ATTEMPTTBX,PART_SERIAL_NUMBER,VARCHAR,255,0,,Y
HMIN_MEASUREMENT_ATTEMPTTBX,PRODUCT_ID,CHARACTER,17,0, ',N
HMIN_MEASUREMENT_ATTEMPTTBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_MEMORY_TBX,BIT,CHARACTER,30,0,,Y
HMIN_MEMORY_TBX,BYTE_ORDER,CHARACTER,30,0,,Y
HMIN_MEMORY_TBX,CREATE_TIMESTAMP,DATE,4,0,,Y
HMIN_MEMORY_TBX,DATA_TYPE,CHARACTER,30,0,,Y
HMIN_MEMORY_TBX,LENGTH,INTEGER,4,0,,Y
HMIN_MEMORY_TBX,MEMORY_BANK,CHARACTER,30,0,,Y
HMIN_MEMORY_TBX,METRIC,VARCHAR,160,0,,N
HMIN_MEMORY_TBX,START_ADDRESS,CHARACTER,30,0,,Y
HMIN_MEMORY_TBX,UPDATE_TIMESTAMP,DATE,4,0,,Y
HMIN_METRIC_CONFIG_TBX,CREATE_TIMESTAMP,DATE,4,0,,Y
HMIN_METRIC_CONFIG_TBX,DEVICE,CHARACTER,30,0,,Y
HMIN_METRIC_CONFIG_TBX,GROUP,CHARACTER,30,0,,Y
HMIN_METRIC_CONFIG_TBX,METRIC,CHARACTER,30,0,,N
HMIN_METRIC_CONFIG_TBX,SOURCE,CHARACTER,30,0,,Y
HMIN_METRIC_CONFIG_TBX,SOURCE_TYPE,CHARACTER,30,0,,Y
HMIN_METRIC_CONFIG_TBX,TRIGGER,CHARACTER,30,0,,Y
HMIN_METRIC_CONFIG_TBX,UPDATE_TIMESTAMP,DATE,4,0,,Y
HMIN_MS_OSL_TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_MS_OSL_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_MS_OSL_TBX,CURRENT_TIMESTAMP,CHARACTER,14,0,,Y
HMIN_MS_OSL_TBX,KD_LOT_NUMBER,CHARACTER,18,0,,Y
HMIN_MS_OSL_TBX,LINE_NO,CHARACTER,2,0,,Y
HMIN_MS_OSL_TBX,LOT_SIZE,INTEGER,4,0,,Y
HMIN_MS_OSL_TBX,ON_SEQ_NO,INTEGER,4,0,,Y
HMIN_MS_OSL_TBX,PLAN_CODE,CHARACTER,11,0,,Y
HMIN_MS_OSL_TBX,PLAN_OFF_DATE,DATE,4,0,,Y
HMIN_MS_OSL_TBX,PROCESS_POINT_ID,CHARACTER,16,0,,N
HMIN_MS_OSL_TBX,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_MS_OSL_TBX,PRODUCTION_LOT,CHARACTER,12,0,,Y
HMIN_MS_OSL_TBX,PRODUCT_ID,CHARACTER,17,0,,N
HMIN_MS_OSL_TBX,PRODUCT_SPEC_CODE,CHARACTER,22,0,,Y
HMIN_MS_OSL_TBX,SENT_FLAG,CHARACTER,1,0,,Y
HMIN_MS_OSL_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_OFF_PP_DIV_VW,DIVISION_DESCRIPTION,VARCHAR,128,0,,Y
HMIN_OFF_PP_DIV_VW,DIVISION_ID,VARCHAR,16,0,,N
HMIN_OFF_PP_DIV_VW,DIVISION_NAME,VARCHAR,32,0,,N
HMIN_OFF_PP_DIV_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_OFF_PP_DIV_VW,PLANT_NAME,VARCHAR,16,0,,N
HMIN_OFF_PP_DIV_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
HMIN_OFF_PP_DIV_VW,PROCESS_POINT_ID,VARCHAR,16,0,,Y
HMIN_OFF_PP_DIV_VW,SITE_NAME,VARCHAR,16,0,,N
HMIN_PART_MARKING_TBX,BASE_PART_NUMBER,CHARACTER,8,0,,Y
HMIN_PART_MARKING_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
HMIN_PART_MARKING_TBX,EFFECTIVE_DATE,DATE,4,0,,Y
HMIN_PART_MARKING_TBX,EXT_COLOR_CODE,CHARACTER,10,0,,N
HMIN_PART_MARKING_TBX,INT_COLOR_CODE,CHARACTER,2,0,,N
HMIN_PART_MARKING_TBX,MODEL_CODE,CHARACTER,3,0,,N
HMIN_PART_MARKING_TBX,MODEL_OPTION_CODE,CHARACTER,3,0,,N
HMIN_PART_MARKING_TBX,MODEL_TYPE_CODE,CHARACTER,3,0,,N
HMIN_PART_MARKING_TBX,MODEL_YEAR_CODE,CHARACTER,1,0,,N
HMIN_PART_MARKING_TBX,PART_DESCRIPTION,VARCHAR,10,0,,Y
HMIN_PART_MARKING_TBX,PART_MARKING,VARCHAR,4,0,,N
HMIN_PART_MARKING_TBX,PART_NUMBER,VARCHAR,18,0,,N
HMIN_PART_MARKING_TBX,PLANT,CHARACTER,1,0,,N
HMIN_PART_MARKING_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PLAN_DATE_VW,DATE_END_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PLAN_DATE_VW,DATE_START_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PLAN_DATE_VW,DIVISION_DESCRIPTION,CHARACTER,128,0,,Y
HMIN_PLAN_DATE_VW,DIVISION_ID,CHARACTER,16,0,,Y
HMIN_PLAN_DATE_VW,DIVISION_NAME,CHARACTER,32,0,,Y
HMIN_PLAN_DATE_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_PLAN_DATE_VW,PLANT_NAME,CHARACTER,16,0,,Y
HMIN_PLAN_DATE_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_PLAN_DATE_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_PLAN_DATE_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
HMIN_PLAN_DATE_VW,PROCESS_POINT_DESCRIPTION,CHARACTER,128,0,,Y
HMIN_PLAN_DATE_VW,PROCESS_POINT_ID,CHARACTER,16,0,,N
HMIN_PLAN_DATE_VW,PROCESS_POINT_NAME,CHARACTER,32,0,,N
HMIN_PLAN_DATE_VW,PROCESS_POINT_TYPE,INTEGER,4,0,,Y
HMIN_PLAN_DATE_VW,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_PLAN_DATE_VW,SITE_NAME,CHARACTER,16,0,,Y
HMIN_PLAN_DATE_VW,TRACKING_POINT_FLAG,SMALLINT,2,0,,Y
HMIN_PLAN_SHIFT_VW,DIVISION_DESCRIPTION,CHARACTER,128,0,,Y
HMIN_PLAN_SHIFT_VW,DIVISION_ID,CHARACTER,16,0,,Y
HMIN_PLAN_SHIFT_VW,DIVISION_NAME,CHARACTER,32,0,,Y
HMIN_PLAN_SHIFT_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_PLAN_SHIFT_VW,PLANT_NAME,CHARACTER,16,0,,Y
HMIN_PLAN_SHIFT_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_PLAN_SHIFT_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_PLAN_SHIFT_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
HMIN_PLAN_SHIFT_VW,PROCESS_POINT_DESCRIPTION,CHARACTER,128,0,,Y
HMIN_PLAN_SHIFT_VW,PROCESS_POINT_ID,CHARACTER,16,0,,N
HMIN_PLAN_SHIFT_VW,PROCESS_POINT_NAME,CHARACTER,32,0,,N
HMIN_PLAN_SHIFT_VW,PROCESS_POINT_TYPE,INTEGER,4,0,,Y
HMIN_PLAN_SHIFT_VW,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_PLAN_SHIFT_VW,SHIFT,CHARACTER,2,0,,Y
HMIN_PLAN_SHIFT_VW,SHIFT_END_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PLAN_SHIFT_VW,SHIFT_START_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PLAN_SHIFT_VW,SITE_NAME,CHARACTER,16,0,,Y
HMIN_PLAN_SHIFT_VW,TRACKING_POINT_FLAG,SMALLINT,2,0,,Y
HMIN_PLAN_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_PLAN_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_PLAN_VW,PROCESS_POINT_ID,CHARACTER,16,0,,N
HMIN_PLAN_VW,SCHEDULE_ID,BIGINT,8,0,,Y
HMIN_PLAN_VW,TRACKING_POINT_FLAG,SMALLINT,2,0,,Y
HMIN_PLASTIC_MODEL_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
HMIN_PLASTIC_MODEL_TBX,FRAME_MODEL,CHARACTER,4,0,,N
HMIN_PLASTIC_MODEL_TBX,PLASTIC_MODEL,CHARACTER,3,0,,N
HMIN_PLASTIC_MODEL_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PLASTIC_SCHEDULE_TBX,BASE_PART_NUMBER,VARCHAR,15,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
HMIN_PLASTIC_SCHEDULE_TBX,CURRENT_ORDER_STATUS,CHARACTER,1,0,,Y
HMIN_PLASTIC_SCHEDULE_TBX,DEMAND_TYPE_CODE,CHARACTER,2,0,,Y
HMIN_PLASTIC_SCHEDULE_TBX,HES_COLOR,VARCHAR,11,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,MBPN,VARCHAR,18,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,NOTE,VARCHAR,30,0,,Y
HMIN_PLASTIC_SCHEDULE_TBX,PLAN_CODE,VARCHAR,11,0,,Y
HMIN_PLASTIC_SCHEDULE_TBX,PLASTIC_PART_MODEL,CHARACTER,3,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,PLASTIC_PART_NUMBER,CHARACTER,5,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,PLASTIC_SCHEDULE_ID,BIGINT,8,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,PRIORITY_DATE,DATE,4,0,,Y
HMIN_PLASTIC_SCHEDULE_TBX,PROD_ORDER_NUMBER,INTEGER,4,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,PROD_ORDER_QTY,INTEGER,4,0,,Y
HMIN_PLASTIC_SCHEDULE_TBX,PROD_REMAINING_QTY,INTEGER,4,0,,N
HMIN_PLASTIC_SCHEDULE_TBX,SEQUENCE,INTEGER,4,0,,Y
HMIN_PLASTIC_SCHEDULE_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PLASTIC_TYPE_TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
HMIN_PLASTIC_TYPE_TBX,DESCRIPTION,VARCHAR,32,0,,Y
HMIN_PLASTIC_TYPE_TBX,PART_SEQUENCE_NO,INTEGER,4,0,,Y
HMIN_PLASTIC_TYPE_TBX,PLASTIC_PART_NUMBER,CHARACTER,5,0,,N
HMIN_PLASTIC_TYPE_TBX,PLASTIC_TYPE,CHARACTER,1,0,,N
HMIN_PLASTIC_TYPE_TBX,SERVICE_PART_FLAG,INTEGER,4,0,,N
HMIN_PLASTIC_TYPE_TBX,SERVICE_TYPE,CHARACTER,3,0,,Y
HMIN_PLASTIC_TYPE_TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PP_METRICS_DATE_VW,DATE_END_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PP_METRICS_DATE_VW,DATE_START_TIMESTAMP,TIMESTAMP,10,6,,Y
HMIN_PP_METRICS_DATE_VW,DEFECTS,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,DEFECTS_ENTRY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,DEFECTS_PRODUCT,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,DEFECTS_PRODUCT_ENTRY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,DIRECT_PASSED,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,DIVISION_DESCRIPTION,CHARACTER,128,0,,Y
HMIN_PP_METRICS_DATE_VW,DIVISION_ID,CHARACTER,16,0,,Y
HMIN_PP_METRICS_DATE_VW,DIVISION_NAME,CHARACTER,32,0,,Y
HMIN_PP_METRICS_DATE_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_PP_METRICS_DATE_VW,INSPECTED,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,OUTSTANDING_PRODUCT,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,OUTSTANDING_PRODUCT_ENTRY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,PLANT_NAME,CHARACTER,16,0,,Y
HMIN_PP_METRICS_DATE_VW,PLAN_ACTUAL_DIFF,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,PROCESS_POINT_DESCRIPTION,CHARACTER,128,0,,Y
HMIN_PP_METRICS_DATE_VW,PROCESS_POINT_ID,CHARACTER,16,0,,N
HMIN_PP_METRICS_DATE_VW,PROCESS_POINT_NAME,CHARACTER,32,0,,N
HMIN_PP_METRICS_DATE_VW,PROCESS_POINT_TYPE,INTEGER,4,0,,Y
HMIN_PP_METRICS_DATE_VW,PRODUCTION_DATE,DATE,4,0,,Y
HMIN_PP_METRICS_DATE_VW,REPAIRS_PRODUCT_ENTRY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,RPU,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,RPU_ENTRY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,RSS,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,RSS_ENTRY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,SCRAP,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,SITE_NAME,CHARACTER,16,0,,Y
HMIN_PP_METRICS_DATE_VW,SS,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,SS_ENTRY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_DATE_VW,TRACKING_POINT_FLAG,SMALLINT,2,0,,Y
HMIN_PP_METRICS_SHIFT_VW,DEFECTS,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,DEFECTS_ENTRY,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,DEFECTS_PRODUCT,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,DEFECTS_PRODUCT_ENTRY,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,DIRECT_PASSED,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,DIVISION_DESCRIPTION,CHARACTER,128,0,,Y
HMIN_PP_METRICS_SHIFT_VW,DIVISION_ID,CHARACTER,16,0,,Y
HMIN_PP_METRICS_SHIFT_VW,DIVISION_NAME,CHARACTER,32,0,,Y
HMIN_PP_METRICS_SHIFT_VW,DIV_SEQ_NUM,INTEGER,4,0,,Y
HMIN_PP_METRICS_SHIFT_VW,FIRST_PRODUCT_ID,VARCHAR,17,0,,N
HMIN_PP_METRICS_SHIFT_VW,INSPECTED,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,LAST_PRODUCT_ID,VARCHAR,17,0,,N
HMIN_PP_METRICS_SHIFT_VW,OUTSTANDING_PRODUCT,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,OUTSTANDING_PRODUCT_ENTRY,DOUBLE,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,PLANT_NAME,CHARACTER,16,0,,Y
HMIN_PP_METRICS_SHIFT_VW,PLAN_ACTUAL_DIFF,DOUBLE,8,0,,Y
HMIN_PP_METRICS_SHIFT_VW,PLAN_QTY,DOUBLE,8,0,,Y
HMIN_PP_METRICS_SHIFT_VW,PLAN_QTY_NOW,DOUBLE,8,0,,Y
HMIN_PP_METRICS_SHIFT_VW,PP_METRICS_ID,BIGINT,8,0,,N
HMIN_PP_METRICS_SHIFT_VW,PP_SEQ_NUM,DOUBLE,8,0,,Y
