ID,carrierNumber,tagID,dieNumber,quantity,updateDate,currentLocation,destination,status,originationLocation,buffer,productionRunNumber,productionRunTimestamp,source
601,601,0,999,0,2011-12-02 11:37:26.446,1215,1215,0,2003,0,999,2011-12-02 11:37:26.446,NOT_SET
602,602,0,2,13,2011-11-29 16:25:14.274,1208,1208,0,502,0,201111294,2011-11-29 16:25:14.274,NOT_SET
603,603,0,999,0,2011-12-02 09:51:17.277,1205,1205,0,2003,0,999,2011-12-02 09:51:17.277,NOT_SET
604,604,0,999,0,2011-11-30 23:25:41.977,1221,1221,0,2003,0,999,2011-11-30 23:25:41.977,NOT_SET
605,605,0,999,0,2011-12-02 07:38:56.940,1206,1206,0,2003,0,999,2011-12-02 07:38:56.940,NOT_SET
606,606,0,999,0,2011-12-02 10:14:28.378,1205,1205,0,2003,0,999,2011-12-02 10:14:28.378,NOT_SET
607,607,0,999,0,2011-12-02 12:13:29.686,1215,1215,0,2003,0,999,2011-12-02 12:13:29.686,NOT_SET
608,608,0,999,0,2011-11-30 22:42:41.607,5200,5200,0,2003,0,999,2011-11-30 22:31:08.380,NOT_SET
609,609,0,999,0,2011-12-02 09:48:12.472,1213,1213,0,2003,0,999,2011-12-02 09:48:12.472,NOT_SET
610,610,0,999,0,2011-12-02 09:47:06.977,1213,1213,0,2003,0,999,2011-12-02 09:47:06.977,NOT_SET
611,611,0,999,0,2011-11-30 23:27:24.274,1221,1221,0,2003,0,999,2011-11-30 23:27:24.274,NOT_SET
